0;0;
0.5;21;
1;29;
1.5;59;
2;61;
2.5;62;
3;63;
3.5;64;
3;65;
3.5;66;
4;67;
4.5;68;
5;69;
5.5;70;
6;73;
5.5;74;
5;77;
4.5;79;
5;80;
5.5;81;
6;82;
6.5;84;
7;85;
7.5;86;
8;88;
7.5;89;
8;90;
8.5;91;
9;92;
8.5;93;
9;94;
9.5;95;
10;96;
10.5;97;
11;98;
11.5;99;
12;100;
