0;0;
0.45;1;
0.85;2;
1.2;3;
0.8;4;
1.15;5;
1.45;6;
1.7;7;
1.9;8;
2.05;9;
2.15;10;
2;11;
2.1;12;
1.95;13;
2.05;14;
2.1;15;
2.1;16;
2.1;17;
2.1;18;
2.1;19;
2.1;20;
2.05;21;
2.05;22;
2.05;23;
2.05;24;
2.05;25;
2.05;26;
2.05;27;
2.05;28;
2.05;29;
2.05;30;
2;32;
1.9;33;
1.75;34;
1.55;35;
1.3;36;
1;37;
0.65;38;
0.25;39;
-0.2;40;
-0.75;48;
-0.75;100;
